mtime,AD,AE,AK,BD,BG,BI,BL,CF,DH,DV,E,EL,EM,EU,EV,GL,GW,GY,IJ,IO,IQ,IT,IU,JT,JW,KZ,L,LO,LW,OT,PS,PW,QW,SW,W
2021-11-02T21:05,8979,7726,4614,7124,7925,0,7660,9770,8646,8769,9559,6437,6374,7374,6315,7394,6246,5659,8504,8258,8449,7052,6272,5403,6877,6210,7920,8837,6563,7425,8732,6178,8819,9993,9136
2021-11-02T21:10,7262,5735,6154,7650,11241,5328,7252,11715,7794,5452,5886,9739,7123,6212,8825,6712,8062,6736,8428,7947,8975,6342,8065,6343,6315,8439,7752,9370,7593,6999,8962,7096,7563,8161,9364
2021-11-02T21:15,7868,6040,6545,8105,9239,6173,9119,10711,8943,5602,7324,9171,7534,7281,9352,7134,7648,5254,8037,8206,8639,6481,0,8045,8422,8568,7133,9017,5940,7606,8158,6593,7644,8291,9170
2021-11-02T21:20,9220,6922,7128,6761,8589,4839,8978,9504,7613,5959,6934,7053,7180,5873,6452,6432,9417,7128,8955,6689,9334,8247,8164,6627,8146,7594,8848,7617,7545,6709,8654,5632,7287,9143,7026
2021-11-02T21:25,10590,5485,6629,7846,8926,5069,8259,9106,8455,7110,7429,6818,7709,6793,6239,7059,8398,7250,8875,6504,5512,6944,8629,5598,5970,9555,9837,7827,6557,8441,7574,6329,6236,7119,8864
2021-11-02T21:30,8080,6617,5234,8178,7554,4928,10224,9219,8521,7478,7847,7095,9875,7042,6002,6053,10162,6320,6572,8513,7154,5851,6492,6207,8129,7437,7786,9918,6534,7980,8540,5701,7212,9507,9356
2021-11-02T21:35,7299,7834,6974,7825,8907,5645,7912,8476,7432,6743,8480,8182,6491,6678,7036,8314,8967,6560,8736,7565,7174,5288,6712,5844,8563,7792,7384,9823,6304,6139,6662,7530,8212,9277,9661
2021-11-02T21:40,6861,6045,5817,9094,8691,5015,8459,8817,6449,6699,7666,8194,7801,7625,7129,8886,9928,5559,7855,6310,7648,7581,8960,6704,5909,7950,8381,6372,6540,6045,7955,7574,8925,9902,7324
2021-11-02T21:45,9264,5542,7070,6345,9491,5924,8413,10766,8469,8034,8228,7781,6214,5763,8658,7946,10056,5569,7059,8582,0,6966,6042,6721,6905,7378,5934,10002,5453,5864,9077,5917,8287,8639,8129
2021-11-02T21:50,8167,7003,5258,8193,8860,5273,10259,8528,8367,5894,8012,8030,7901,5685,6426,7504,7825,7528,7661,8991,5974,6501,6435,8299,6901,8346,6588,8043,5931,6752,6246,8155,9454,7694,8708
2021-11-02T21:55,8676,6112,8052,7647,9329,5355,8291,9271,9085,6365,6908,7753,7184,6702,9363,7989,8388,6634,7987,8083,7779,7333,5991,5301,6727,7457,10852,8878,5987,6819,7067,6104,6398,6806,6961
2021-11-02T22:00,6850,5860,6136,7799,8881,3922,7657,10199,5801,7416,7160,6201,7695,6565,7860,7618,7857,6184,8136,8782,6643,6032,5686,6627,6692,9013,6475,8404,6904,7655,6534,7425,8437,7890,7423
2021-11-02T22:05,6162,5772,6173,6809,8361,5816,8161,11553,7804,8342,6982,7579,9203,4536,7848,7943,8649,3700,6749,8274,7006,7319,8835,5909,7440,7156,8341,8201,5828,8487,8848,6053,7531,10306,9649
2021-11-02T22:10,7960,6017,6295,7275,8072,6592,10876,0,7694,7092,7805,8675,6848,5200,8108,8175,10178,5627,8727,7592,6693,6907,6234,6635,8769,8009,9335,9377,7770,7024,7515,6243,6618,8645,9182
2021-11-02T22:15,8175,5223,6355,4995,8693,5520,8256,10333,8716,5987,7064,8198,9251,5828,9071,5401,9280,7223,8086,9630,8336,6509,5010,7866,8899,8500,9741,11607,7402,7739,7777,7946,7413,6765,8312
2021-11-02T22:20,7125,7319,5791,7484,7453,7488,8445,12442,6863,6138,6726,6957,8374,7030,7965,8933,7620,5162,8779,8474,7508,5768,7980,7415,6575,8644,7984,6667,4839,6281,8066,6282,8724,11224,7016
2021-11-02T22:25,8199,5827,5801,7784,7786,5080,8951,8059,7858,6494,8139,8930,7654,6938,7394,9344,7129,5929,7526,10032,8377,6061,6004,6063,6997,7370,8323,7833,6835,7081,7778,6592,7142,8191,7620
2021-11-02T22:30,8491,6053,6026,9069,8925,5114,8914,9529,7838,10063,8839,8822,6464,4885,7525,8779,8703,6740,6808,8626,7951,7797,6611,4930,5678,8841,9537,8564,6086,6481,8777,6032,7943,9133,7050
2021-11-02T22:35,8073,7044,6860,5805,8086,5092,9832,9045,8012,6627,6751,6381,8138,6313,6837,8965,9024,5475,6967,8205,7139,8341,7464,5850,6980,8504,8754,9491,6592,7854,9518,6567,8262,8474,7957
2021-11-02T22:40,7257,6590,6786,0,8688,5937,7575,8837,7161,8315,8132,10282,8154,5170,7196,8401,9855,5588,6138,9489,7356,5863,7080,6243,7927,7638,8427,9969,7869,6852,7270,7035,7238,8717,6950
2021-11-02T22:45,9030,5576,6380,6092,8741,4963,9238,9119,6238,9165,8100,8610,7342,5282,7971,7725,8178,6295,7749,7050,5519,6323,7252,5904,6731,8694,7921,7311,8942,7048,8095,7816,6783,9702,9570
2021-11-02T22:50,7595,5496,6885,8345,8326,4939,7562,8706,8832,7449,7713,7038,7410,5427,9092,8899,8943,5875,7572,8504,7130,8076,8256,6335,8012,8428,8299,9175,8507,6941,7711,6324,7513,7632,7189
2021-11-02T22:55,8094,8115,6029,6308,9678,5491,8321,9135,9086,6844,6576,8876,6938,6777,7385,9023,8327,4889,6596,7915,7573,7092,6025,6575,6437,10499,7562,9807,6359,6867,8380,7341,7175,9357,8475
2021-11-02T23:00,8456,4836,6080,8944,9572,4499,9735,8366,0,8878,6964,7314,6716,5764,9306,7845,7556,6880,8573,5878,7348,7581,5439,6826,8722,9451,9176,8395,6540,7606,0,6358,8634,8714,9605
2021-11-02T23:05,9079,5957,6545,5629,8740,5660,8912,11023,9605,7013,6611,6346,7955,6688,8962,6961,7849,4997,6710,7750,7027,7310,8500,7293,5953,7596,9830,8508,6554,6303,7863,5640,7718,7340,8362
2021-11-02T23:10,9676,6656,7114,6828,8045,5914,8646,8582,7250,5881,8179,5372,7085,6107,7266,7395,8120,5251,6114,6868,6503,5790,6292,5512,7515,6726,7942,9691,6370,7502,7059,6792,6189,7945,8133
2021-11-02T23:15,8784,6222,6652,7557,8027,5257,6752,10122,6508,7978,6294,7974,6522,7649,7452,7619,8459,7250,7550,6703,7592,5281,5971,5820,6110,9291,7866,7362,6310,8233,8080,7036,8033,8422,9480
2021-11-02T23:20,8116,7001,6051,6375,7861,5597,7692,10481,7444,6344,6453,8606,6993,5153,8296,7868,7788,5315,6999,7364,8038,6228,7138,6790,6193,9494,8479,7662,6430,8194,6897,6834,8795,0,10424
2021-11-02T23:25,9826,7353,7312,6668,8265,5839,8173,10445,8280,8773,7210,8240,6126,5754,6513,6232,10459,5287,8051,9649,8074,6446,7630,6106,7378,7927,9224,10257,7853,6624,7860,8861,8335,8319,7745
2021-11-02T23:30,7607,7214,6986,6830,8623,5802,7964,8396,7578,7387,6491,7476,6853,6861,9828,9212,9116,5878,7527,11471,6349,7921,6442,6965,7836,8267,7233,9594,8045,7548,8514,5417,8288,10079,7993
2021-11-02T23:35,8823,6955,8488,6673,8537,6165,9348,6380,8827,7652,8379,8511,6337,6526,8905,6156,10592,4682,9222,7955,6848,4349,5240,6305,6468,7972,10352,9512,6750,8104,8919,5613,7813,7858,8888
2021-11-02T23:40,8585,7691,7292,7348,8912,5380,8076,9821,6924,7453,7001,7070,7621,7096,6615,8576,9580,7146,6190,7585,8553,7827,7623,6059,6799,7674,7433,8002,6078,7348,8240,6387,7886,9075,6343
2021-11-02T23:45,7487,6344,6340,8311,8115,6720,7662,6897,7241,6980,6729,6811,8954,5065,8144,7438,10349,6346,8404,6686,7302,7227,5493,7667,7501,7134,9473,10724,6825,6161,8780,8569,7166,8431,8479
2021-11-02T23:50,9892,6462,6339,8633,9262,5726,9617,10524,8177,6516,7973,7595,6860,5630,6529,7371,9227,6258,8393,6315,7767,7016,6445,6135,7448,9071,7060,10051,7802,7207,7482,6997,8489,9322,8644
2021-11-02T23:55,8880,5497,5280,7385,8026,5654,9264,10617,8718,8931,7530,7532,6775,5668,7471,6903,8305,5462,7366,9504,8537,7753,5904,6486,8333,7866,9514,7573,6671,7321,5933,5626,7209,8570,8628
2021-11-03T00:00,7035,5948,6850,7910,7687,7156,7893,12356,10052,8005,8203,7147,7653,5532,0,7003,9879,5052,7213,7598,7166,7291,7553,6510,7789,8797,7310,7393,6542,6786,7154,7119,7594,8014,10345
2021-11-03T00:05,9269,5640,7901,6975,7459,5693,8944,11493,8846,9505,5905,8970,6510,6115,6883,8579,7128,6912,7902,8158,6445,5990,6597,5824,6486,7904,8284,8878,7103,7037,8306,6530,7803,7073,9710
2021-11-03T00:10,7517,7039,6591,8220,7354,6679,7706,10594,8791,9257,7212,7168,6603,0,9090,7960,9516,6257,9291,11020,7191,6317,6828,6101,5421,8555,9012,9512,6888,8528,7722,7475,7686,7590,8606
2021-11-03T00:15,8223,7306,6456,6946,7978,5444,8884,9111,8852,0,9463,7510,6538,5299,8615,6796,8077,4633,7281,8452,5974,7006,6468,6255,7778,8923,8178,9137,6690,8570,8390,4715,5271,9181,8055
2021-11-03T00:20,7112,6276,6564,9467,7351,6519,7451,9486,6996,5780,7094,7339,6205,5192,7366,7230,8338,6179,8788,7518,8074,6442,6100,4507,6851,8911,7875,8620,6756,6261,9483,7010,8308,10154,8533
2021-11-03T00:25,7835,6955,6965,7003,8180,5942,7431,10450,7694,7495,6306,7770,9746,5692,8531,8061,7457,5958,8799,10023,7091,7646,5934,6910,6294,8653,10159,8857,7100,8086,7473,5940,7762,7984,9822
2021-11-03T00:30,8405,6209,6673,6283,7730,6377,7665,9324,7479,7347,5837,6712,9280,4722,9139,7770,8589,5846,8079,10040,8455,5894,6321,6259,6880,8242,9109,8764,7721,7652,8117,6940,6860,7455,7112
2021-11-03T00:35,8259,6665,5920,6901,7720,6195,7449,9947,6495,7360,7845,7041,6777,0,7779,6313,9387,5601,6725,9549,6675,5511,8894,6713,7787,8195,8284,8793,5836,6725,6503,6164,8366,9041,8110
2021-11-03T00:40,9260,7681,6276,9560,10272,7248,8637,9019,9815,5935,7125,7759,7176,5467,7935,7195,8376,5961,7610,9109,7548,6616,6447,6266,8941,8738,9525,9418,6354,7084,8109,6865,7932,10187,8751
2021-11-03T00:45,9279,5040,6417,5820,8489,7154,8954,9960,9207,9126,8865,7273,6336,6585,6800,6754,10809,6110,7428,6973,7563,8437,7941,6833,7427,9136,8316,7636,7318,5570,7792,6074,8644,8744,7080
2021-11-03T00:50,7889,6270,5164,7995,8150,5462,10113,11988,8881,7080,8960,7388,7178,5466,9180,9240,8694,6043,6743,7261,8640,7212,8480,6389,7305,8010,9237,8544,6130,7071,8146,6872,5844,8477,9076
2021-11-03T00:55,7593,7635,6054,6467,7190,5175,9030,9079,9072,7554,7418,8141,8111,6745,9434,7459,7027,5467,6999,8070,6095,6061,7961,6340,7935,7118,7724,8910,6196,6118,6740,5888,8646,8053,9417
2021-11-03T01:00,6856,7086,6132,7458,6435,6473,8081,10584,7998,7174,6658,7559,7603,4983,7702,7550,8776,5503,5984,9292,6977,6955,6315,5066,5563,7597,8960,8825,5220,7357,8690,7225,6071,8236,8369
2021-11-03T01:05,9213,6371,6196,6826,0,5854,7391,7551,7837,7932,6736,7155,7636,7600,7971,9302,8571,6451,7102,8734,9035,8234,7197,6508,6165,6265,5622,8515,7552,7787,8521,6024,6389,8894,7629
2021-11-03T01:10,7498,7016,5210,8052,7804,6030,10005,8857,7858,7824,8634,8018,9194,7970,6992,7509,8812,5144,7811,7347,8176,8674,5115,7173,7450,9792,7988,9652,6713,8526,8389,6347,8782,9571,8372
2021-11-03T01:15,8527,5717,6050,6458,8905,5347,7909,9622,8604,9050,9300,7103,6678,5168,7611,7139,8190,6064,9065,8189,7538,8018,7102,6199,5571,8157,8838,9230,8543,6972,7938,7917,6540,7787,7660
2021-11-03T01:20,7987,6934,6696,6479,9315,7119,9624,9902,7831,8887,7302,7358,8157,7256,7405,7355,10943,7786,8099,7714,6588,7245,6988,5791,6872,8284,8786,8001,5385,10569,7511,8557,0,8840,7713
2021-11-03T01:25,8751,6555,7363,8342,7502,5431,7281,8903,7829,7701,6875,8441,5367,5754,8651,9536,9044,6434,8183,8733,7492,0,6077,7567,6928,6833,7169,8389,6137,6490,6733,8563,9014,9855,9531
2021-11-03T01:30,8511,7239,6091,7861,8946,5467,7730,11364,8474,8660,7138,8232,6552,4500,8344,8327,9436,7061,8339,8202,8356,7818,8256,6745,7139,8222,7906,8553,6539,7476,7469,6903,5300,10252,7440
2021-11-03T01:35,8619,4497,7172,6745,7157,5731,9127,7254,7220,7040,8577,7590,7367,4955,9273,7675,8913,5352,7465,6568,5414,7057,7691,5769,5686,8513,7510,8766,7255,6254,7317,8186,8150,8520,9640
2021-11-03T01:40,9296,5344,6191,8995,7334,4543,8883,10455,8225,8191,7566,8510,8414,6223,6204,8049,10954,6302,8135,8646,6961,6439,6659,6720,7252,9161,8606,8591,7397,6179,6982,7874,4786,6969,8493
2021-11-03T01:45,7495,6805,6737,5651,9806,5390,6504,8041,8425,6343,7692,7375,8657,5847,7833,7037,0,6243,7372,6111,6843,7626,6448,7624,7617,7628,7561,9648,7573,6573,7678,6388,9134,7615,10063
2021-11-03T01:50,8290,5361,6873,7980,7622,5578,9801,8736,7333,6465,8005,6683,8168,5729,6946,7171,10683,4990,7859,7888,8197,7686,8117,6612,6824,9065,8669,7587,6669,7561,7667,7096,8424,8369,8778
2021-11-03T01:55,8804,6260,5530,8194,9048,6430,6627,10355,6647,7326,6379,6288,9287,6698,8743,6926,8269,5819,8010,8353,7855,4479,8775,8001,7040,10325,9273,9057,6550,9303,8315,6475,6987,7373,8396
2021-11-03T02:00,8788,7464,7138,7420,9248,4899,8461,10481,6276,7198,6224,8016,8299,6550,8473,5878,7856,5345,7891,9336,6399,7035,7853,6865,6402,8171,9105,10432,8029,7492,9434,6584,8028,7716,8303
2021-11-03T02:05,5430,5937,6757,8175,7832,5216,9531,10879,6951,7132,9004,8502,5604,5941,8861,7396,8255,6121,7848,7078,5947,6610,5636,7015,6851,9013,8790,6102,5851,9367,7474,4980,7191,8753,9088
2021-11-03T02:10,6345,6217,7129,7216,7972,5582,7751,9421,9704,7664,6678,6920,7595,4940,6470,8670,9128,4309,6275,6512,7580,7949,6609,7405,7039,7897,8837,8642,7565,8991,7972,6338,7137,7043,8788
2021-11-03T02:15,7385,7548,4528,7153,8899,5813,9862,9462,6745,8420,8391,9733,8052,6319,7764,7383,9423,3807,8354,7655,7290,7712,6248,6114,6029,7756,11444,8322,7235,7216,8534,7639,5960,7251,9387
2021-11-03T02:20,9349,6932,5556,6782,6934,7283,7710,8330,6806,6269,6595,7598,6288,7249,7163,8528,8144,6690,8131,8635,6423,7951,6180,6890,7158,7826,9351,10254,6385,7414,7345,8380,7385,9771,6949
2021-11-03T02:25,8393,5750,6765,7714,8126,5223,7211,8013,6897,8397,7618,8413,8576,5417,6946,8255,9260,6104,6991,9524,8093,7884,5940,5615,7386,8500,9796,7823,6674,7302,8967,5938,8267,9067,7015
2021-11-03T02:30,7104,6616,5596,6722,8641,6232,9865,9292,8198,7466,7331,6913,7346,4641,7624,5883,9701,6170,7367,8582,6365,8586,5925,4784,7209,7473,6961,9207,6941,6448,8318,5888,8937,7375,9451
2021-11-03T02:35,7651,4768,4870,5829,7011,6012,9734,8916,7979,6320,7269,7183,8208,6344,8340,8714,8643,3599,7436,7557,7987,7993,7933,7040,8199,8519,8171,7704,6734,6173,7740,8335,8561,6803,7087
2021-11-03T02:40,5810,7141,4302,5600,8425,5699,7827,10219,7180,7956,6332,8244,8848,6608,8307,8490,7973,6196,6547,8220,6052,7829,6535,7493,6697,7207,8332,8579,6936,7977,6509,6630,8803,9045,7856
2021-11-03T02:45,7700,6956,5885,9870,9139,5481,8249,9236,7861,8614,6987,6982,6189,6769,7036,7440,8067,5623,8227,8373,7263,7681,5811,8024,7296,8472,6234,9027,6464,9341,8900,7183,7816,7689,9235
2021-11-03T02:50,8280,5882,7913,7093,8282,4882,8394,11525,8200,8019,8207,6884,0,6833,7928,8725,7952,5350,8115,8979,8069,6501,7683,5381,7769,9344,8304,8832,6264,8280,7730,7771,8451,8347,8267
2021-11-03T02:55,8657,7078,3631,9069,8374,6588,8028,9671,8186,6579,8351,6114,6822,5832,7781,6918,7689,6844,8864,9312,8222,6403,5808,6153,7879,8423,8641,8408,6502,8101,7061,6613,6763,6455,10141
2021-11-03T03:00,7658,6228,4966,8527,10117,4974,7924,8517,8939,7939,8121,8223,6460,6343,9075,8790,8658,5771,7863,6773,6547,6985,7807,7146,7779,8442,7467,8618,7035,7661,7702,8472,7708,10931,9342
2021-11-03T03:05,6851,5755,5793,7277,8046,5206,8804,8854,9056,6575,7056,7226,6137,7629,7600,7316,9876,5049,7818,8766,7364,7280,7495,5314,6304,7283,8339,8689,6764,8483,7860,5981,6001,7523,9297
2021-11-03T03:10,7994,7666,5672,5633,9887,5737,8847,8683,7781,8202,6754,8244,6286,5625,8418,8015,9772,6244,8924,8082,7782,7084,6404,5255,7385,8192,9222,8264,7875,6455,7360,7054,5977,9830,8020
2021-11-03T03:15,7098,6789,6753,6066,8768,5778,7924,9022,7228,6405,7520,9463,7734,6023,8267,7642,8432,4368,7317,9426,5656,6170,5587,4405,7318,0,8546,7180,7507,7117,8242,7543,6987,10793,9070
2021-11-03T03:20,9616,5862,6514,7644,8772,6837,6112,11019,7172,7568,8961,7789,7368,7247,7444,9177,10661,5513,9170,7740,7080,6716,7648,6425,6046,7673,7867,8903,7933,6878,7109,7316,10154,7656,8814
2021-11-03T03:25,9113,6406,7655,8639,8934,5833,7218,10893,8135,8307,5536,7237,8361,7596,8181,8480,10529,5158,7092,8991,5511,8457,6853,5014,7090,9013,8806,10035,7536,7225,7240,8851,8544,8473,9532
2021-11-03T03:30,9296,7093,4547,5969,9699,6569,8843,9991,6914,7712,7730,8491,6759,4856,7836,10020,9340,6443,6474,7076,6891,8162,7444,6447,8010,5182,9545,8459,6638,7163,8976,6635,7519,7126,8686
2021-11-03T03:35,8544,6405,7600,7381,7350,4661,9224,9124,8062,7524,6558,8715,7639,6090,8775,7482,8970,4338,8342,7900,6617,6048,5859,4996,6688,7324,7691,10048,6501,7013,7877,7704,8273,7459,10221
2021-11-03T03:40,7281,6556,6162,7557,5117,5546,7751,10200,8529,7524,7819,7251,7354,5210,6788,8277,8557,5753,5442,8999,6590,7861,6918,7718,8938,6233,7754,9618,7739,7847,8514,5918,7805,7232,9407
2021-11-03T03:45,8259,6336,6751,8368,8718,5590,7240,10869,9333,8107,8093,6178,7536,4992,8519,6021,8078,6505,7693,6566,8189,7223,6662,6339,7890,7103,8960,8164,6214,7188,7195,7140,7466,8192,8705
2021-11-03T03:50,6423,5822,7047,6732,6385,5936,7942,10226,8705,8911,7124,7569,7038,5707,8821,6941,8885,6158,7746,8324,8042,8355,7573,8643,6637,8585,10734,8175,7491,7991,5847,7280,7638,6830,9597
2021-11-03T03:55,8262,5964,5819,7003,7397,6565,7815,9304,9091,6796,7748,7094,6786,6384,8695,8818,9107,5828,8923,8295,6668,6517,7135,6950,7619,6878,8152,9082,7558,8067,6047,8654,0,8379,6739
2021-11-03T04:00,5786,4994,6264,7189,8035,6405,7887,11654,8430,5667,7482,7993,7927,5423,7547,8060,9761,5399,6456,7742,7408,7024,7356,5480,8276,8789,9851,10307,7651,8031,8754,5674,8115,8576,8562
2021-11-03T04:05,7034,4817,4621,9769,8061,4387,9453,9676,7184,7098,6127,6770,6336,6056,8918,8738,9869,6069,6938,5620,9369,6240,8222,6401,7839,8311,10008,9209,7636,6517,7819,7913,7365,10257,8527
2021-11-03T04:10,6543,7480,5049,7064,9716,5963,5790,8340,5911,8415,7241,6287,9055,5830,7228,7957,8738,5959,7824,8534,7804,5988,9110,4961,7276,8554,7655,7490,5394,8216,7442,5618,6833,8000,7715
2021-11-03T04:15,8743,7239,6869,6969,8688,6547,6507,10225,7684,8097,8666,7021,6671,6693,7994,7395,10345,5160,7851,7943,7069,7002,6991,6740,6403,8229,10595,8051,7448,4727,8825,6259,8115,9155,9566
2021-11-03T04:20,7005,6504,5664,7285,8092,5207,8458,7765,6001,8401,8055,7268,8428,4840,7930,7658,9136,5626,7016,8246,9378,7938,6485,5375,6621,9505,8751,8850,7185,5751,7211,7078,6989,9403,8748
2021-11-03T04:25,7615,4454,5287,6950,8559,5661,8409,10760,8909,6751,8273,6511,6985,7070,9161,7247,10397,6543,10228,8858,8236,6560,6243,7432,7003,8358,8926,7513,6755,7270,7688,7430,8460,8710,8459
2021-11-03T04:30,8233,5503,4891,6112,9039,4952,8417,8636,7955,7540,7870,6288,7140,5177,8568,7141,8323,5437,6440,6535,6684,8195,8098,6093,6461,8657,7187,7823,6064,7710,8150,7067,6197,7784,7573
2021-11-03T04:35,6784,6286,6158,7266,10881,5856,8308,10247,8824,7134,8170,9903,7288,4425,7141,7728,9600,6218,10197,9017,7117,8574,6261,6184,7141,8747,11049,11122,6723,8371,6286,6540,7309,7757,9591
2021-11-03T04:40,8812,6074,6761,6804,8578,7385,8160,8582,7910,6876,8561,7450,7210,3611,7762,7164,7256,6382,7772,7039,8036,7042,7164,6447,7178,8209,7795,8086,6801,6465,8472,6934,7250,6629,7590
2021-11-03T04:45,8407,6016,5918,7063,9537,6662,8930,9278,8295,7494,5719,7392,7988,5090,8676,7513,9780,6247,8383,8140,7035,7801,7426,8058,7094,7407,7985,9771,7181,9069,6433,7076,9449,10081,6136
2021-11-03T04:50,8692,8144,5675,7490,8705,5579,8807,9687,8468,8864,7681,7544,5628,5683,8423,9340,8438,7488,7023,7021,8636,8663,6774,7319,7421,9321,7444,7942,8598,7205,8413,6592,7090,8658,7804
2021-11-03T04:55,7143,8429,6265,7314,9585,5656,8666,9512,7499,8765,7852,8394,7195,6483,7611,5500,7924,5138,7216,8401,6653,6886,6619,6170,6484,10616,8676,8692,7879,8954,7355,9364,7967,8534,7629
2021-11-03T05:00,8528,7679,6331,6696,9658,4244,8618,10322,8836,6302,7494,8616,8327,5920,7971,8646,10054,5791,8193,8445,10063,7308,8773,7263,6777,9276,9598,7398,6247,7044,9355,7919,6141,10162,8835
2021-11-03T05:05,8551,5758,6877,7860,5377,4051,8242,10741,7597,6941,9491,8174,6027,6494,8239,9179,9978,6585,7272,8548,6269,8201,7734,5334,8871,6714,6417,8445,5548,7081,6411,5895,6863,7147,9356
2021-11-03T05:10,8820,6410,6506,8348,10000,5316,7194,7584,8605,7065,6118,7553,7206,5671,9469,7659,9754,6213,9358,6248,8881,6620,7625,6236,7573,8626,7943,7947,7282,7182,8694,6001,6705,10911,8394
2021-11-03T05:15,8565,4298,7274,8133,9715,4770,10404,9142,8696,8940,6539,8401,7321,7199,7338,9010,9795,6619,8757,7578,6420,6335,6359,7925,7502,8854,7107,8485,6554,7237,6597,8167,9184,9396,7497
2021-11-03T05:20,9204,6441,5616,8251,9107,5266,7941,9770,8174,7849,6475,6506,7020,6341,8366,7225,9275,5438,6895,7618,6148,7926,7220,6853,7711,8513,8098,8936,6449,7487,6300,8270,8574,8225,7120
2021-11-03T05:25,8219,4381,5232,6887,8180,6685,10235,9649,9523,5629,5124,7705,7058,5762,8562,8938,8184,6425,9284,9377,6198,6830,5876,6708,7970,8716,10703,8675,6913,8147,8672,6877,8503,8043,8626
2021-11-03T05:30,9042,6527,7695,7828,8240,4781,8993,10887,8047,6038,4803,9015,8888,5811,7864,7944,8268,5077,8237,9499,7411,5668,6885,3863,5600,6312,8327,6274,7043,9177,6076,5607,7009,8840,8169
2021-11-03T05:35,9948,6242,5493,8149,8505,5791,9184,8706,8108,7982,6961,6961,7929,5219,8083,7929,8496,7522,9178,6570,6633,6698,7060,5531,6744,9055,8342,10077,6615,6522,9264,8020,7202,8268,8232
2021-11-03T05:40,7918,7982,6347,7573,7215,6655,9730,8602,7011,8014,6115,7530,8103,5250,8624,5998,7129,5590,7491,7001,7417,6807,6456,8067,7478,7470,7989,12003,5535,6974,6357,8869,7561,9390,7176
2021-11-03T05:45,9592,6857,5927,6606,7006,4509,8668,11073,6513,8998,7228,8841,8522,6280,8546,6659,9180,6171,6905,7174,5474,8296,0,6560,5658,5821,9756,9337,7007,7655,5810,6395,7691,6867,8390
2021-11-03T05:50,10311,5909,5695,8377,8389,5221,8727,8540,7802,7973,7885,6451,7913,5899,7806,7655,7258,4824,9089,9358,5341,6726,5966,7667,6118,9212,8520,9977,8014,7720,8565,6811,9305,9394,8324
2021-11-03T05:55,8346,6827,7089,7010,7747,5537,7592,10434,8447,7208,8356,7452,8463,5970,7738,6725,9970,5172,8856,8316,7132,6514,6495,6704,7620,7704,7441,6728,7603,0,8746,7151,7759,8593,9166
2021-11-03T06:00,7854,6271,0,7234,7663,5479,8467,9594,6826,7738,9227,7734,7637,4700,6897,8550,10214,5491,7142,8210,7320,6687,7483,6959,6039,9054,10445,8018,6367,7983,6153,7855,10129,7717,6953
2021-11-03T06:05,8365,6052,4845,7649,6915,4809,9641,8922,7958,9347,6787,8543,6834,6775,9761,6747,8695,5167,7462,8722,8164,6534,6456,6848,6435,8332,8880,8078,6499,6165,7008,6127,7248,9531,8544
2021-11-03T06:10,9471,5249,4016,7598,8759,5873,7661,8163,8370,7888,8412,7774,7604,5445,5929,8077,9358,7507,8364,6669,7563,7498,7255,5597,6242,8462,7249,8798,6481,8368,8658,6781,7465,8430,8769
2021-11-03T06:15,7713,6764,7164,7445,9233,5731,9429,8680,8145,8507,7695,8922,7459,6086,8422,7223,8995,4701,7726,6255,7329,7394,7031,6551,7995,6792,8786,10460,5566,7914,5944,6128,7512,9377,6697
2021-11-03T06:20,9897,7095,6781,7525,9267,7038,9750,7825,6541,5765,7613,9477,8110,4493,7947,7099,9902,6328,6644,7849,6327,5425,6177,6238,8068,7639,8296,8281,6133,9429,8225,7698,8728,10839,6776
2021-11-03T06:25,8979,6045,6312,9305,9211,5053,9775,9767,6878,8573,8137,0,8273,6261,8175,7583,7927,6405,6682,8124,6760,6516,8051,6258,7495,6724,7610,7937,6686,6954,6275,7392,8302,7886,9633
2021-11-03T06:30,7896,6155,5749,8533,8894,5872,8767,10480,9487,9250,8987,7634,8246,5814,7103,7343,8953,4174,6067,7020,8447,6291,6923,6430,7092,0,8836,8170,6564,7680,7916,8349,6762,7126,7929
2021-11-03T06:35,7771,6145,6346,7184,8262,6104,6151,9839,7603,7189,6691,7292,6745,6313,5853,9274,9404,6647,7065,8648,7600,7286,7863,7506,7127,7693,9119,8015,8229,8292,8500,8638,7628,8203,8642
2021-11-03T06:40,8070,7331,5581,8905,9446,4732,8692,10148,6514,6027,8286,9038,6488,5718,7301,7342,10290,5531,8567,6616,7043,6871,5802,6986,8664,9553,8238,6756,7795,7751,7098,6862,9455,9559,8271
2021-11-03T06:45,7307,6392,4927,5935,9883,6893,8669,10702,8276,6908,7361,7745,8870,6141,8697,9330,8004,4950,7824,6787,8243,4728,5718,6180,7313,7855,9043,9884,6390,7367,7100,7375,8045,6870,7949
2021-11-03T06:50,7590,6508,6166,8230,8780,5589,8229,8553,8512,8468,7440,7886,7450,5329,8096,7183,8938,4146,8580,6913,6744,6706,6164,5691,7407,8914,7693,8550,6076,8333,7986,9439,7731,9251,8584
2021-11-03T06:55,8497,6889,5358,7230,0,5640,7708,12682,6599,7755,8154,8267,7649,5499,7165,8437,9486,6617,6984,7373,8691,6917,6800,6841,8388,7465,9556,9313,5581,9039,8844,7343,6708,8530,9489
